id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
3525,"Allemanshälsans vårdcentral, Lunden",1 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Lunden"
3526,"Västerledens Vårdcentral, Grimmered",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Västerledens Vårdcentral, Grimmered"
3527,Närhälsan Vårgårda vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Vårgårda vårdcentral
3528,Närhälsan Vänerparken vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Närhälsan Vänerparken vårdcentral
3529,Vårdcentralen Stenbocken,5 - 7 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Stenbocken
3530,Carema Vårdcentral Mölndal,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Mölndal
3531,Wästerläkarna,8 eller fler läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Wästerläkarna
3532,Närhälsan Öckerö vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Öckerö vårdcentral
3533,Kinnekullehälsan Vårdcentral Götene,1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Kinnekullehälsan Vårdcentral Götene
3534,"Järnhälsan, Göteborg",2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Järnhälsan, Göteborg"
3535,Närhälsan Biskopsgården vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Biskopsgården vårdcentral
3536,Närhälsan Stenungsund vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Stenungsund vårdcentral
3537,Närhälsan Hentorp vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Hentorp vårdcentral
3538,Capio Vårdcentral Grästorp,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Grästorp
3539,Närhälsan Tidaholm vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Närhälsan Tidaholm vårdcentral
3540,Närhälsan Stora Höga vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Stora Höga vårdcentral
3541,Närhälsan Tjörn vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Tjörn vårdcentral
3542,Närhälsan Lerum vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Lerum vårdcentral
3543,Närhälsan Kinna vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Kinna vårdcentral
3544,Närhälsan Götene vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Närhälsan Götene vårdcentral
3545,"Medpro Clinic Brålanda-Torpa Vårdcentral, Vänersborg",5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Medpro Clinic Brålanda-Torpa Vårdcentral, Vänersborg"
3546,"Bräcke Diakoni Vårdcentralen Vilan, Skara",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Bräcke Diakoni Vårdcentralen Vilan, Skara"
3547,Närhälsan Ekmanska vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Ekmanska vårdcentral
3548,Närhälsan Krokslätt vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Krokslätt vårdcentral
3549,Vårdcentralen Bohuslinden - Strömstad,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Bohuslinden - Strömstad
3550,"Allemanshälsans vårdcentral, Nol",1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Nol"
3551,Akutläkarna Vårdcentralen Stampen,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Akutläkarna Vårdcentralen Stampen
3552,Närhälsan Sollebrunn vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Sollebrunn vårdcentral
3553,Vårdcentralen Skepplanda,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skepplanda
3554,Närhälsan Ågårdsskogen vårdcentral,,51,Offentlig,,,Primärvård,2,,Närhälsan Ågårdsskogen vårdcentral
3555,Närhälsan Kungshöjd vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Kungshöjd vårdcentral
3556,Närhälsan Dalum vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Dalum vårdcentral
3557,Närhälsan Floda vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Floda vårdcentral
3558,"Balderkliniken, Åmål",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Balderkliniken, Åmål"
3559,Vårdcentralen Brålanda,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Brålanda
3560,Vårdcentralen Silentzvägen Uddevalla,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Vårdcentralen Silentzvägen Uddevalla
3561,Vårdcentralen Feelgood Torslanda,1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Feelgood Torslanda
3562,Lysekils Läkarhus,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Lysekils Läkarhus
3563,Kållereds vårdcentral,,51,Privat,,,Primärvård,2,,Kållereds vårdcentral
3564,Närhälsan Kungshamn vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Kungshamn vårdcentral
3565,Närhälsan Fjällbacka vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Närhälsan Fjällbacka vårdcentral
3566,"Capio vårdcentral Axess, Göteborg",5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Capio vårdcentral Axess, Göteborg"
3567,"Vårdcentralen Nordstan, Vänersborg",5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Nordstan, Vänersborg"
3568,Familjehälsan Vårdcentral,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjehälsan Vårdcentral
3569,Närhälsan Älvängen vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Älvängen vårdcentral
3570,Kvänum vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvänum vårdcentral
3571,Bohuspraktiken,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bohuspraktiken
3572,Adina Hälsans Vårdcentral Nol,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Adina Hälsans Vårdcentral Nol
3573,Capio Vårdcentral Orust,8 eller fler läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Orust
3574,Närhälsan Brämaregården vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Brämaregården vårdcentral
3575,Medpro Clinic Stavre Vårdcentral,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Samma dag,Primärvård,2,,Medpro Clinic Stavre Vårdcentral
3576,Cityläkarna Borås,,51,Privat,,,Primärvård,2,,Cityläkarna Borås
3577,Nötkärnan Masthugget Familjeläkare och BVC,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nötkärnan Masthugget Familjeläkare och BVC
3578,"Vårdcentralen City, Skövde",1 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen City, Skövde"
3579,Carema Vårdcentral Uddevalla,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Carema Vårdcentral Uddevalla
3580,Närhälsan Lövgärdet vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Lövgärdet vårdcentral
3581,Nya Vårdcentralen Kortedala Torg,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nya Vårdcentralen Kortedala Torg
3582,"Din Klinik, Göteborg",2 - 4 läkare,51,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Din Klinik, Göteborg"
3583,Närhälsan Billingen vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Billingen vårdcentral
3584,Närhälsan Åby vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Åby vårdcentral
3585,Skagerns Vård och Hälsoenhet,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Skagerns Vård och Hälsoenhet
3586,Närhälsan Mösseberg vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Mösseberg vårdcentral
3587,Närhälsan Kungssten vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Närhälsan Kungssten vårdcentral
3588,Närhälsan Skara vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Skara vårdcentral
3589,Närhälsan Strömstad vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Strömstad vårdcentral
3590,Närhälsan Ängabo vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Ängabo vårdcentral
3591,Nötkärnan Hovås Askim Familjeläkare och BVC,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nötkärnan Hovås Askim Familjeläkare och BVC
3592,"HälsoBrunnen Vårdcentral, Ulricehamn",2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"HälsoBrunnen Vårdcentral, Ulricehamn"
3593,Allékliniken Sleipner,2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Allékliniken Sleipner
3594,Capio vårdcentral Hovås/Billdal,5 - 7 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Capio vårdcentral Hovås/Billdal
3595,Närhälsan Majorna vårdcentral,8 eller fler läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Majorna vårdcentral
3596,Närhälsan Åmål vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Åmål vårdcentral
3597,Primapraktiken Trollhättan,5 - 7 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Primapraktiken Trollhättan
3598,Närhälsan Munkedal vårdcentral,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Munkedal vårdcentral
3599,Närhälsan Björkekärr vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Björkekärr vårdcentral
3600,Vårdcentralen Lilla Edet,5 - 7 läkare,51,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Lilla Edet
3601,"Allemanshälsans vårdcentral, Landala",2 - 4 läkare,51,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Allemanshälsans vårdcentral, Landala"
3602,"Bräcke Diakoni Vårdcentralen Centrum, Alingsås",2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Bräcke Diakoni Vårdcentralen Centrum, Alingsås"
3603,Närhälsan Masthugget vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Masthugget vårdcentral
3604,Närhälsan Hjo vårdcentral,,51,Offentlig,,,Primärvård,2,,Närhälsan Hjo vårdcentral
3605,Capio Vårdcentral Mölndal,2 - 4 läkare,51,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Capio Vårdcentral Mölndal
3606,Närhälsan Stenstorp vårdcentral,2 - 4 läkare,51,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Närhälsan Stenstorp vårdcentral
3607,"Bräcke Diakoni Vårdcentralen Centralhälsan, Falköping",2 - 4 läkare,51,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Bräcke Diakoni Vårdcentralen Centralhälsan, Falköping"
3608,Vårdcentralen Grums,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Grums
3609,Vårdcentralen Hagfors,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Hagfors
3610,Vålbergs vårdcentral,2 - 4 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vålbergs vårdcentral
3611,Vårdcentralen Skoghall/Lövnäs,8 eller fler läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skoghall/Lövnäs
3612,Vårdcentralen Herrhagen,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Herrhagen
3613,Vårdcentralen Kronoparken,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kronoparken
3614,Vårdcentralen Töcksfors,2 - 4 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Töcksfors
3615,Vårdcentralen Eda,5 - 7 läkare,54,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Eda
3616,Vårdcentralen Kristinehamn/Nybble,8 eller fler läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kristinehamn/Nybble
3617,Vårdcentralen Filipstad,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Filipstad
3618,"Vintergatans Vårdcentral, Kristinehamn",5 - 7 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Vintergatans Vårdcentral, Kristinehamn"
3619,Vårdcentralen Forshaga,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Forshaga
3620,"Filipstads nya Vårdcentral, Filipstad",2 - 4 läkare,54,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Filipstads nya Vårdcentral, Filipstad"
3621,Vårdcentralen Munkfors,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Munkfors
3622,Vårdcentralen Likenäs,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Likenäs
3623,"Vårdcentralen Åttkanten, Karlstad",5 - 7 läkare,54,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Åttkanten, Karlstad"
3624,Vårdcentralen Rud,8 eller fler läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Rud
3625,Vårdcentralen Torsby,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Torsby
3626,Vårdcentralen Nybble,,54,Privat,,,Primärvård,2,,Vårdcentralen Nybble
3627,Vårdcentralen Årjäng,2 - 4 läkare,54,Offentlig,Datoriserad växel,Samma dag,Primärvård,2,,Vårdcentralen Årjäng
3628,"Grums Nya Vårdcentral, Grums",2 - 4 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Grums Nya Vårdcentral, Grums"
3629,Töcksforspraktiken,2 - 4 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Töcksforspraktiken
3630,Vårdcentralen Deje,2 - 4 läkare,54,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Deje
3631,Vårdcentral Verkstaden,8 eller fler läkare,54,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Vårdcentral Verkstaden
3632,Vårdcentralen Säffle/Nysäter,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Säffle/Nysäter
3633,Vårdcentralen Ekshärad,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ekshärad
3634,Vårdcentralen Kristinehamn,8 eller fler läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kristinehamn
3635,Vårdcentralen Skåre,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skåre
3636,Kinnekullehälsan Vårdcentral Arvika,2 - 4 läkare,54,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kinnekullehälsan Vårdcentral Arvika
3637,Vårdcentralen Storfors,2 - 4 läkare,54,Offentlig,Datoriserad växel,Högst 14 dagar,Primärvård,2,,Vårdcentralen Storfors
3638,Vårdcentralen Kil,8 eller fler läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kil
3639,"Drillsnäppans vårdcentral, Kristinehamn",2 - 4 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Drillsnäppans vårdcentral, Kristinehamn"
3640,Vårdcentralen Västerstrand,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Västerstrand
3641,Vårdcentralen Gripen,8 eller fler läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Gripen
3642,Vårdcentralen Molkom,2 - 4 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Molkom
3643,"Svea vårdcentral, Säffle",5 - 7 läkare,54,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Svea vårdcentral, Säffle"
3644,Vårdcentralen Sunne,5 - 7 läkare,54,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Sunne
3645,Laxå vårdcentral,2 - 4 läkare,55,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Laxå vårdcentral
3646,Baggängens vårdcentral,5 - 7 läkare,55,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Baggängens vårdcentral
3647,Brickebackens vårdcentral,2 - 4 läkare,55,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Brickebackens vårdcentral
